ResponseId,duration,CRT,RME,age,education,race,gender,income,political_fiscal,political_social,political_party,marital_status
Response_1677,13623,4,25,41,Some college or vocational training,Black,Female,"Less than $10,000",Somewhat Conservative,Strongly Conservative,Republican,Single Never Married
Response_1678,2106,5,24,27,4-year college degree,White,Male,"$90,000 to $99,999",Somewhat Liberal,Somewhat Liberal,Democrat,Married or Domestic Partnership
Response_1679,3264,5,34,67,4-year college degree,White,Female,"$30,000 to $39,999",Moderate,Somewhat Liberal,Independent,Divorced
Response_1680,164971,2,24,57,2-year college degree,White,Female,"$70,000 to $79,999",Somewhat Liberal,Strongly Liberal,Democrat,Married or Domestic Partnership
Response_1681,1154,1,33,32,High school diploma,White,Female,"$70,000 to $79,999",Somewhat Liberal,Somewhat Liberal,Democrat,Single Never Married
Response_1682,2608,1,7,44,Some college or vocational training,White,Male,"$80,000 to $89,999",Strongly Conservative,Strongly Conservative,Republican,Married or Domestic Partnership
Response_1683,1848,1,33,53,Some college or vocational training,Other,Male,"$70,000 to $79,999",Moderate,Moderate,Democrat,Single Never Married
Response_1684,3641,3,33,62,Some college or vocational training,White,Female,"$50,000 to $59,999",Moderate,Somewhat Liberal,Independent,Married or Domestic Partnership
Response_1685,20415,3,24,23,4-year college degree,White,Female,"$10,000 to $19,999",Somewhat Liberal,Somewhat Liberal,Democrat,Single Never Married
Response_1686,1949,6,29,59,2-year college degree,White,Male,"$90,000 to $99,999",Somewhat Conservative,Strongly Liberal,Independent,Married or Domestic Partnership
Response_1687,3321,0,28,60,Some college or vocational training,White,Female,"$90,000 to $99,999",Moderate,Moderate,Independent,Married or Domestic Partnership
Response_1688,1626,5,27,50,4-year college degree,White,Male,"$150,000 or more",Moderate,Somewhat Liberal,Democrat,Married or Domestic Partnership
Response_1689,985,0,29,35,4-year college degree,White,Female,"$20,000 to $29,999",Strongly Liberal,Strongly Liberal,Democrat,Single Never Married
Response_1690,953,6,31,28,High school diploma,White,Male,"$10,000 to $19,999",Moderate,Moderate,Democrat,Single Never Married
Response_1691,2035,0,33,48,Some college or vocational training,White,Female,"$70,000 to $79,999",Somewhat Conservative,Somewhat Conservative,Independent,Married or Domestic Partnership
Response_1692,1463,0,25,41,Some college or vocational training,Other,Male,"Less than $10,000",Strongly Conservative,Strongly Conservative,Republican,Married or Domestic Partnership
Response_1693,2438,4,28,67,Some college or vocational training,White,Male,"$50,000 to $59,999",Somewhat Liberal,Somewhat Liberal,Democrat,Divorced
Response_1694,1674,6,28,26,4-year college degree,Asian,Male,"$60,000 to $69,999",Somewhat Liberal,Somewhat Liberal,Democrat,Single Never Married
Response_1695,1546,6,30,52,2-year college degree,White,Male,"$70,000 to $79,999",Moderate,Somewhat Liberal,Independent,Divorced
Response_1696,9099,4,30,37,4-year college degree,Asian,Male,"$50,000 to $59,999",Moderate,Moderate,Independent,Single Never Married
Response_1697,1371,6,27,28,2-year college degree,White,Other,"$40,000 to $49,999",Somewhat Liberal,Strongly Liberal,Independent,Single Never Married
Response_1698,1554,5,25,62,4-year college degree,White,Male,"$20,000 to $29,999",Moderate,Somewhat Liberal,Democrat,Divorced
Response_1699,1788,3,32,35,High school diploma,Black,Male,"$50,000 to $59,999",Somewhat Liberal,Moderate,Independent,Single Never Married
Response_1700,1707,0,21,39,High school diploma,Black,Female,"$20,000 to $29,999",Somewhat Conservative,Somewhat Conservative,Democrat,Single Never Married
Response_1701,3589,2,29,66,2-year college degree,White,Female,"$40,000 to $49,999",Moderate,Somewhat Liberal,Democrat,Married or Domestic Partnership
Response_1702,3985,0,30,35,4-year college degree,White,Male,"$40,000 to $49,999",Strongly Liberal,Strongly Liberal,Democrat,Single Never Married
Response_1703,1960,0,27,45,High school diploma,White,Female,"$60,000 to $69,999",Somewhat Conservative,Somewhat Conservative,Republican,Married or Domestic Partnership
Response_1704,2473,6,36,39,Post-college degree,White,Female,"$60,000 to $69,999",Strongly Liberal,Strongly Liberal,Democrat,Married or Domestic Partnership
Response_1705,1445,2,14,66,4-year college degree,White,Female,"$20,000 to $29,999",Moderate,Moderate,Independent,Married or Domestic Partnership
Response_1706,1397,1,32,37,Post-college degree,White,Female,"$100,000 to $149,999",Strongly Liberal,Strongly Liberal,Democrat,Married or Domestic Partnership
Response_1707,28387,0,23,38,4-year college degree,White,Male,"$50,000 to $59,999",Somewhat Conservative,Somewhat Conservative,Republican,Single Never Married
Response_1708,2552,0,19,44,Some college or vocational training,White,Female,"$20,000 to $29,999",Strongly Liberal,Strongly Liberal,Democrat,Married or Domestic Partnership
Response_1709,1467,1,29,52,4-year college degree,White,Female,"$50,000 to $59,999",Strongly Conservative,Somewhat Conservative,Republican,Divorced
Response_1710,24420,3,31,41,4-year college degree,White,Female,"$100,000 to $149,999",Somewhat Conservative,Somewhat Conservative,Republican,Married or Domestic Partnership
Response_1711,2466,1,30,65,High school diploma,Black,Male,"$80,000 to $89,999",Somewhat Liberal,Somewhat Liberal,Democrat,Married or Domestic Partnership
Response_1712,2304,6,29,31,High school diploma,Other,Male,"$30,000 to $39,999",Moderate,Strongly Liberal,Independent,Single Never Married
Response_1713,1098,6,32,34,Post-college degree,Asian,Male,"$150,000 or more",Somewhat Liberal,Strongly Liberal,Independent,Single Never Married
Response_1714,100695,3,31,52,Some college or vocational training,White,Male,"$20,000 to $29,999",Strongly Liberal,Strongly Liberal,Independent,Divorced
Response_1715,23838,1,26,40,4-year college degree,White,Male,"$40,000 to $49,999",Somewhat Liberal,Strongly Liberal,Democrat,Married or Domestic Partnership
Response_1716,3539,4,24,38,4-year college degree,White,Female,"$150,000 or more",Somewhat Liberal,Somewhat Liberal,Democrat,Married or Domestic Partnership
Response_1717,1436,0,29,57,Some college or vocational training,White,Female,"$50,000 to $59,999",Strongly Conservative,Strongly Conservative,Republican,Married or Domestic Partnership
Response_1718,6027,6,32,50,High school diploma,White,Male,"$30,000 to $39,999",Strongly Conservative,Strongly Conservative,Republican,Divorced
Response_1719,1982,2,28,69,Post-college degree,White,Female,"$30,000 to $39,999",Somewhat Conservative,Strongly Liberal,Independent,Divorced
Response_1720,1971,0,23,23,High school diploma,Black,Other,"$40,000 to $49,999",Somewhat Liberal,Strongly Liberal,Democrat,Single Never Married
Response_1721,1244,6,34,52,4-year college degree,White,Male,"$30,000 to $39,999",Strongly Conservative,Strongly Conservative,Republican,Single Never Married
Response_1722,3826,5,30,66,Some college or vocational training,White,Male,"$10,000 to $19,999",Strongly Liberal,Strongly Liberal,Independent,Single Never Married
Response_1723,1279,6,33,31,4-year college degree,White,Male,"$70,000 to $79,999",Moderate,Strongly Liberal,Democrat,Single Never Married
Response_1724,2465,1,20,50,High school diploma,White,Female,"$30,000 to $39,999",Moderate,Moderate,Independent,Married or Domestic Partnership
Response_1725,1665,2,20,30,4-year college degree,White,Male,"$50,000 to $59,999",Somewhat Liberal,Somewhat Liberal,Independent,Single Never Married
Response_1726,2559,0,23,59,Post-college degree,White,Male,"$30,000 to $39,999",Strongly Conservative,Strongly Conservative,Republican,Divorced
Response_1727,4687,1,24,57,4-year college degree,White,Female,"$70,000 to $79,999",Somewhat Liberal,Somewhat Liberal,Democrat,Married or Domestic Partnership
Response_1728,2585,5,28,52,2-year college degree,White,Male,"$90,000 to $99,999",Somewhat Conservative,Somewhat Conservative,Republican,Married or Domestic Partnership
Response_1729,11363,3,34,40,High school diploma,White,Female,"Less than $10,000",Somewhat Conservative,Somewhat Conservative,Independent,Divorced
Response_1730,2177,3,23,27,4-year college degree,White,Female,"$10,000 to $19,999",Moderate,Strongly Liberal,Democrat,Single Never Married
Response_1731,1936,4,26,38,"Professional degree (JD, MD)",White,Male,"Less than $10,000",Strongly Conservative,Somewhat Conservative,Republican,Single Never Married
Response_1732,6048,5,24,35,2-year college degree,White,Male,"$60,000 to $69,999",Somewhat Conservative,Moderate,Republican,Single Never Married
Response_1733,2123,5,35,30,4-year college degree,White,Female,"$30,000 to $39,999",Somewhat Liberal,Strongly Liberal,Independent,Married or Domestic Partnership
Response_1734,12544,5,31,31,4-year college degree,White,Male,"$80,000 to $89,999",Somewhat Liberal,Strongly Liberal,Democrat,Single Never Married
Response_1735,1332,1,29,56,4-year college degree,White,Male,"$90,000 to $99,999",Somewhat Conservative,Somewhat Conservative,Republican,Married or Domestic Partnership
Response_1736,3200,5,28,36,Some college or vocational training,White,Male,"$40,000 to $49,999",Somewhat Liberal,Somewhat Liberal,Democrat,Single Never Married
Response_1737,1861,5,28,33,Post-college degree,Asian,Male,"$100,000 to $149,999",Somewhat Liberal,Somewhat Liberal,Democrat,Married or Domestic Partnership
Response_1738,1425,5,29,48,"Professional degree (JD, MD)",White,Female,"$150,000 or more",Moderate,Somewhat Liberal,Democrat,Married or Domestic Partnership
Response_1739,1835,2,24,45,Post-college degree,White,Female,"$90,000 to $99,999",Moderate,Moderate,Independent,Married or Domestic Partnership
Response_1740,156649,6,33,60,4-year college degree,White,Female,"$100,000 to $149,999",Somewhat Liberal,Somewhat Liberal,Democrat,Divorced
Response_1741,2103,1,18,61,Post-college degree,Asian,Female,"$80,000 to $89,999",Moderate,Moderate,Independent,Married or Domestic Partnership
Response_1742,3002,1,25,35,4-year college degree,Black,Female,"$70,000 to $79,999",Moderate,Moderate,Independent,Single Never Married
Response_1743,2649,6,28,48,4-year college degree,Asian,Female,"$40,000 to $49,999",Somewhat Conservative,Somewhat Liberal,Independent,Widowed
Response_1744,2166,2,19,28,Some college or vocational training,White,Female,"$30,000 to $39,999",Moderate,Moderate,Independent,Single Never Married
Response_1745,3286,6,26,36,4-year college degree,White,Male,"$30,000 to $39,999",Strongly Liberal,Strongly Liberal,Democrat,Single Never Married
Response_1746,2370,3,29,28,High school diploma,White,Male,"$60,000 to $69,999",Strongly Conservative,Strongly Conservative,Republican,Single Never Married
Response_1747,119648,5,29,62,Post-college degree,Black,Female,"$80,000 to $89,999",Somewhat Conservative,Somewhat Liberal,Independent,Single Never Married
Response_1748,2924,4,29,76,Some college or vocational training,White,Female,"$40,000 to $49,999",Somewhat Liberal,Strongly Liberal,Democrat,Married or Domestic Partnership
Response_1749,1746,6,28,44,High school diploma,White,Female,"$40,000 to $49,999",Strongly Liberal,Strongly Liberal,Democrat,Single Never Married
Response_1750,1412,0,27,27,High school diploma,Black,Male,"$90,000 to $99,999",Strongly Liberal,Strongly Liberal,Democrat,Single Never Married
Response_1751,2421,5,27,41,4-year college degree,White,Male,"$100,000 to $149,999",Strongly Liberal,Strongly Liberal,Democrat,Married or Domestic Partnership
Response_1752,2009,5,31,41,"Professional degree (JD, MD)",White,Male,"$150,000 or more",Somewhat Liberal,Somewhat Liberal,Democrat,Married or Domestic Partnership
Response_1753,2522,0,25,44,4-year college degree,Other,Male,"$50,000 to $59,999",Moderate,Somewhat Conservative,Republican,Married or Domestic Partnership
Response_1754,1464,3,28,59,4-year college degree,White,Male,"$150,000 or more",Strongly Conservative,Strongly Conservative,Republican,Married or Domestic Partnership
Response_1755,9268,1,25,43,2-year college degree,White,Female,"$30,000 to $39,999",Somewhat Liberal,Strongly Liberal,Democrat,Married or Domestic Partnership
Response_1756,1427,6,28,34,Some college or vocational training,White,Female,"$70,000 to $79,999",Strongly Liberal,Strongly Liberal,Democrat,Married or Domestic Partnership
Response_1757,1320,6,33,43,4-year college degree,White,Male,"$80,000 to $89,999",Strongly Conservative,Somewhat Conservative,Republican,Married or Domestic Partnership
Response_1758,3518,5,28,43,Post-college degree,White,Female,"$100,000 to $149,999",Somewhat Conservative,Strongly Conservative,Independent,Married or Domestic Partnership
Response_1759,3210,3,32,54,4-year college degree,White,Female,"$50,000 to $59,999",Somewhat Conservative,Somewhat Liberal,Independent,Divorced
Response_1760,1702,0,30,66,Some college or vocational training,White,Female,"$20,000 to $29,999",Strongly Conservative,Strongly Conservative,Republican,Widowed
Response_1761,1914,3,33,53,Some college or vocational training,White,Male,"$40,000 to $49,999",Moderate,Moderate,Independent,Single Never Married
Response_1762,2675,1,29,30,High school diploma,White,Female,"$100,000 to $149,999",Strongly Conservative,Strongly Conservative,Republican,Married or Domestic Partnership
Response_1763,1059,1,36,46,4-year college degree,White,Female,"$90,000 to $99,999",Somewhat Conservative,Somewhat Conservative,Republican,Married or Domestic Partnership
Response_1764,184821,6,29,47,Post-college degree,Asian,Female,"$150,000 or more",Moderate,Moderate,Independent,Married or Domestic Partnership
Response_1765,618,0,20,35,High school diploma,White,Female,"Less than $10,000",Strongly Liberal,Strongly Liberal,Democrat,Single Never Married
Response_1766,1869,2,33,45,Post-college degree,White,Female,"$70,000 to $79,999",Strongly Conservative,Strongly Conservative,Independent,Married or Domestic Partnership
Response_1767,3400,6,29,35,2-year college degree,White,Female,"$80,000 to $89,999",Somewhat Conservative,Somewhat Conservative,Republican,Married or Domestic Partnership
Response_1768,2467,0,22,59,4-year college degree,White,Male,"$70,000 to $79,999",Somewhat Conservative,Somewhat Conservative,Republican,Single Never Married
Response_1769,16868,6,30,43,4-year college degree,Other,Female,"$50,000 to $59,999",Somewhat Conservative,Somewhat Conservative,Republican,Single Never Married
Response_1770,5346,2,22,30,4-year college degree,White,Male,"$90,000 to $99,999",Somewhat Liberal,Somewhat Liberal,Republican,Married or Domestic Partnership
Response_1771,1771,5,24,45,4-year college degree,White,Female,"$40,000 to $49,999",Strongly Liberal,Strongly Liberal,Democrat,Single Never Married
Response_1772,1891,5,28,54,Post-college degree,White,Male,"$40,000 to $49,999",Strongly Liberal,Somewhat Liberal,Independent,Divorced
